gene_symbol,gene_name,entrez_id,chromosome
A_23_P136724,AGILENT probe A_23_P136724 (non-RefSeq),,
A_24_P152855,AGILENT probe A_24_P152855 (non-RefSeq),,
CUST_4508_PI416261804,AGILENT probe CUST_4508_PI416261804 (non-RefSeq),,
A_23_P10561,AGILENT probe A_23_P10561 (non-RefSeq),,
A_23_P212649,AGILENT probe A_23_P212649 (non-RefSeq),,
A_24_P76809,AGILENT probe A_24_P76809 (non-RefSeq),,
A_24_P943986,AGILENT probe A_24_P943986 (non-RefSeq),,
A_24_P111147,AGILENT probe A_24_P111147 (non-RefSeq),,
A_24_P927537,AGILENT probe A_24_P927537 (non-RefSeq),,
A_24_P585838,AGILENT probe A_24_P585838 (non-RefSeq),,
A_24_P509948,AGILENT probe A_24_P509948 (non-RefSeq),,
A_23_P202540,AGILENT probe A_23_P202540 (non-RefSeq),,
A_32_P216820,AGILENT probe A_32_P216820 (non-RefSeq),,
A_32_P170759,AGILENT probe A_32_P170759 (non-RefSeq),,
A_32_P119348,AGILENT probe A_32_P119348 (non-RefSeq),,
A_24_P633825,AGILENT probe A_24_P633825 (non-RefSeq),,
A_24_P914043,AGILENT probe A_24_P914043 (non-RefSeq),,
A_32_P104053,AGILENT probe A_32_P104053 (non-RefSeq),,
A_24_P870921,AGILENT probe A_24_P870921 (non-RefSeq),,
A_24_P59554,AGILENT probe A_24_P59554 (non-RefSeq),,
A_24_P316446,AGILENT probe A_24_P316446 (non-RefSeq),,
A_32_P57172,AGILENT probe A_32_P57172 (non-RefSeq),,
A_24_P174775,AGILENT probe A_24_P174775 (non-RefSeq),,
A_32_P80776,AGILENT probe A_32_P80776 (non-RefSeq),,
A_24_P934096,AGILENT probe A_24_P934096 (non-RefSeq),,
A_24_P571984,AGILENT probe A_24_P571984 (non-RefSeq),,
A_24_P16678,AGILENT probe A_24_P16678 (non-RefSeq),,
A_24_P757154,AGILENT probe A_24_P757154 (non-RefSeq),,
A_24_P289550,AGILENT probe A_24_P289550 (non-RefSeq),,
A_32_P12703,AGILENT probe A_32_P12703 (non-RefSeq),,
A_24_P685995,AGILENT probe A_24_P685995 (non-RefSeq),,
A_24_P385000,AGILENT probe A_24_P385000 (non-RefSeq),,
A_24_P929473,AGILENT probe A_24_P929473 (non-RefSeq),,
A_32_P77328,AGILENT probe A_32_P77328 (non-RefSeq),,
A_32_P108554,AGILENT probe A_32_P108554 (non-RefSeq),,
A_23_P77721,AGILENT probe A_23_P77721 (non-RefSeq),,
A_32_P70361,AGILENT probe A_32_P70361 (non-RefSeq),,
A_24_P475014,AGILENT probe A_24_P475014 (non-RefSeq),,
A_23_P254967,AGILENT probe A_23_P254967 (non-RefSeq),,
A_24_P741450,AGILENT probe A_24_P741450 (non-RefSeq),,
A_24_P401321,AGILENT probe A_24_P401321 (non-RefSeq),,
A_24_P374496,AGILENT probe A_24_P374496 (non-RefSeq),,
A_32_P70891,AGILENT probe A_32_P70891 (non-RefSeq),,
A_24_P397204,AGILENT probe A_24_P397204 (non-RefSeq),,
A_32_P140132,AGILENT probe A_32_P140132 (non-RefSeq),,
A_32_P826794,AGILENT probe A_32_P826794 (non-RefSeq),,
A_32_P214395,AGILENT probe A_32_P214395 (non-RefSeq),,
A_24_P669271,AGILENT probe A_24_P669271 (non-RefSeq),,
A_32_P122128,AGILENT probe A_32_P122128 (non-RefSeq),,
A_24_P196478,AGILENT probe A_24_P196478 (non-RefSeq),,
A_24_P161733,AGILENT probe A_24_P161733 (non-RefSeq),,
A_24_P607645,AGILENT probe A_24_P607645 (non-RefSeq),,
A_24_P84752,AGILENT probe A_24_P84752 (non-RefSeq),,
A_24_P745352,AGILENT probe A_24_P745352 (non-RefSeq),,
A_32_P17525,AGILENT probe A_32_P17525 (non-RefSeq),,
A_32_P171309,AGILENT probe A_32_P171309 (non-RefSeq),,
A_24_P468950,AGILENT probe A_24_P468950 (non-RefSeq),,
A_23_P95486,AGILENT probe A_23_P95486 (non-RefSeq),,
A_32_P107717,AGILENT probe A_32_P107717 (non-RefSeq),,
A_32_P27144,AGILENT probe A_32_P27144 (non-RefSeq),,
A_24_P471719,AGILENT probe A_24_P471719 (non-RefSeq),,
A_24_P848707,AGILENT probe A_24_P848707 (non-RefSeq),,
A_24_P927650,AGILENT probe A_24_P927650 (non-RefSeq),,
A_24_P235360,AGILENT probe A_24_P235360 (non-RefSeq),,
A_24_P789033,AGILENT probe A_24_P789033 (non-RefSeq),,
A_23_P47220,AGILENT probe A_23_P47220 (non-RefSeq),,
A_24_P921376,AGILENT probe A_24_P921376 (non-RefSeq),,
A_23_P139104,AGILENT probe A_23_P139104 (non-RefSeq),,
A_32_P86135,AGILENT probe A_32_P86135 (non-RefSeq),,
A_23_P13232,AGILENT probe A_23_P13232 (non-RefSeq),,
A_24_P408693,AGILENT probe A_24_P408693 (non-RefSeq),,
A_24_P787680,AGILENT probe A_24_P787680 (non-RefSeq),,
A_24_P922127,AGILENT probe A_24_P922127 (non-RefSeq),,
A_32_P216602,AGILENT probe A_32_P216602 (non-RefSeq),,
A_24_P392742,AGILENT probe A_24_P392742 (non-RefSeq),,
A_32_P351037,AGILENT probe A_32_P351037 (non-RefSeq),,
A_24_P917433,AGILENT probe A_24_P917433 (non-RefSeq),,
A_24_P921636,AGILENT probe A_24_P921636 (non-RefSeq),,
A_32_P90113,AGILENT probe A_32_P90113 (non-RefSeq),,
A_24_P931939,AGILENT probe A_24_P931939 (non-RefSeq),,
A_24_P870176,AGILENT probe A_24_P870176 (non-RefSeq),,
A_24_P925334,AGILENT probe A_24_P925334 (non-RefSeq),,
A_32_P140454,AGILENT probe A_32_P140454 (non-RefSeq),,
A_24_P346859,AGILENT probe A_24_P346859 (non-RefSeq),,
A_24_P316619,AGILENT probe A_24_P316619 (non-RefSeq),,
A_24_P868313,AGILENT probe A_24_P868313 (non-RefSeq),,
A_24_P687594,AGILENT probe A_24_P687594 (non-RefSeq),,
A_32_P76255,AGILENT probe A_32_P76255 (non-RefSeq),,
A_24_P637226,AGILENT probe A_24_P637226 (non-RefSeq),,
A_23_P347720,AGILENT probe A_23_P347720 (non-RefSeq),,
A_24_P340916,AGILENT probe A_24_P340916 (non-RefSeq),,
A_24_P504621,AGILENT probe A_24_P504621 (non-RefSeq),,
A_32_P94976,AGILENT probe A_32_P94976 (non-RefSeq),,
A_23_P74993,AGILENT probe A_23_P74993 (non-RefSeq),,
A_24_P191207,AGILENT probe A_24_P191207 (non-RefSeq),,
A_32_P33185,AGILENT probe A_32_P33185 (non-RefSeq),,
A_23_P212781,AGILENT probe A_23_P212781 (non-RefSeq),,
A_24_P359279,AGILENT probe A_24_P359279 (non-RefSeq),,
LOC651721,hypothetical protein LOC651721,651721.0,
A_23_P75129,AGILENT probe A_23_P75129 (non-RefSeq),,
A_24_P940545,AGILENT probe A_24_P940545 (non-RefSeq),,
A_24_P700562,AGILENT probe A_24_P700562 (non-RefSeq),,
A_24_P205074,AGILENT probe A_24_P205074 (non-RefSeq),,
A_24_P932919,AGILENT probe A_24_P932919 (non-RefSeq),,
A_32_P119165,AGILENT probe A_32_P119165 (non-RefSeq),,
CUST_40_PI417507815,AGILENT probe CUST_40_PI417507815 (non-RefSeq),,
A_24_P410498,AGILENT probe A_24_P410498 (non-RefSeq),,
A_24_P290459,AGILENT probe A_24_P290459 (non-RefSeq),,
A_32_P53338,AGILENT probe A_32_P53338 (non-RefSeq),,
A_32_P209702,AGILENT probe A_32_P209702 (non-RefSeq),,
A_24_P922750,AGILENT probe A_24_P922750 (non-RefSeq),,
A_24_P915105,AGILENT probe A_24_P915105 (non-RefSeq),,
A_32_P223852,AGILENT probe A_32_P223852 (non-RefSeq),,
A_24_P933720,AGILENT probe A_24_P933720 (non-RefSeq),,
A_24_P705136,AGILENT probe A_24_P705136 (non-RefSeq),,
A_24_P357936,AGILENT probe A_24_P357936 (non-RefSeq),,
A_32_P189637,AGILENT probe A_32_P189637 (non-RefSeq),,
A_24_P721828,AGILENT probe A_24_P721828 (non-RefSeq),,
A_32_P102439,AGILENT probe A_32_P102439 (non-RefSeq),,
A_24_P264004,AGILENT probe A_24_P264004 (non-RefSeq),,
A_32_P20703,AGILENT probe A_32_P20703 (non-RefSeq),,
A_24_P917682,AGILENT probe A_24_P917682 (non-RefSeq),,
A_24_P476081,AGILENT probe A_24_P476081 (non-RefSeq),,
A_23_P58137,AGILENT probe A_23_P58137 (non-RefSeq),,
A_32_P101420,AGILENT probe A_32_P101420 (non-RefSeq),,
A_24_P587993,AGILENT probe A_24_P587993 (non-RefSeq),,
A_32_P225173,AGILENT probe A_32_P225173 (non-RefSeq),,
A_24_P101261,AGILENT probe A_24_P101261 (non-RefSeq),,
A_24_P67765,AGILENT probe A_24_P67765 (non-RefSeq),,
A_24_P846755,AGILENT probe A_24_P846755 (non-RefSeq),,
A_24_P303193,AGILENT probe A_24_P303193 (non-RefSeq),,
A_24_P696571,AGILENT probe A_24_P696571 (non-RefSeq),,
A_24_P665621,AGILENT probe A_24_P665621 (non-RefSeq),,
A_24_P101503,AGILENT probe A_24_P101503 (non-RefSeq),,
A_24_P196428,AGILENT probe A_24_P196428 (non-RefSeq),,
A_24_P740906,AGILENT probe A_24_P740906 (non-RefSeq),,
A_24_P921327,AGILENT probe A_24_P921327 (non-RefSeq),,
A_24_P118946,AGILENT probe A_24_P118946 (non-RefSeq),,
A_32_P63426,AGILENT probe A_32_P63426 (non-RefSeq),,
A_24_P931613,AGILENT probe A_24_P931613 (non-RefSeq),,
A_32_P25428,AGILENT probe A_32_P25428 (non-RefSeq),,
A_24_P917766,AGILENT probe A_24_P917766 (non-RefSeq),,
A_23_P154006,AGILENT probe A_23_P154006 (non-RefSeq),,
A_24_P597242,AGILENT probe A_24_P597242 (non-RefSeq),,
A_24_P286845,AGILENT probe A_24_P286845 (non-RefSeq),,
A_24_P911536,AGILENT probe A_24_P911536 (non-RefSeq),,
A_24_P915107,AGILENT probe A_24_P915107 (non-RefSeq),,
A_32_P74831,AGILENT probe A_32_P74831 (non-RefSeq),,
A_24_P932833,AGILENT probe A_24_P932833 (non-RefSeq),,
A_24_P119094,AGILENT probe A_24_P119094 (non-RefSeq),,
A_24_P936860,AGILENT probe A_24_P936860 (non-RefSeq),,
A_24_P342055,AGILENT probe A_24_P342055 (non-RefSeq),,
A_24_P264413,AGILENT probe A_24_P264413 (non-RefSeq),,
A_24_P910153,AGILENT probe A_24_P910153 (non-RefSeq),,
A_32_P477976,AGILENT probe A_32_P477976 (non-RefSeq),,
A_24_P913411,AGILENT probe A_24_P913411 (non-RefSeq),,
A_32_P166372,AGILENT probe A_32_P166372 (non-RefSeq),,
A_32_P104097,AGILENT probe A_32_P104097 (non-RefSeq),,
A_23_P49686,AGILENT probe A_23_P49686 (non-RefSeq),,
A_32_P101002,AGILENT probe A_32_P101002 (non-RefSeq),,
A_32_P49054,AGILENT probe A_32_P49054 (non-RefSeq),,
A_32_P86728,AGILENT probe A_32_P86728 (non-RefSeq),,
A_24_P932706,AGILENT probe A_24_P932706 (non-RefSeq),,
A_32_P107454,AGILENT probe A_32_P107454 (non-RefSeq),,
A_32_P211558,AGILENT probe A_32_P211558 (non-RefSeq),,
A_23_P35494,AGILENT probe A_23_P35494 (non-RefSeq),,
A_24_P927116,AGILENT probe A_24_P927116 (non-RefSeq),,
A_24_P634845,AGILENT probe A_24_P634845 (non-RefSeq),,
A_24_P941572,AGILENT probe A_24_P941572 (non-RefSeq),,
A_23_P29866,AGILENT probe A_23_P29866 (non-RefSeq),,
A_24_P162393,AGILENT probe A_24_P162393 (non-RefSeq),,
A_24_P153542,AGILENT probe A_24_P153542 (non-RefSeq),,
A_24_P693433,AGILENT probe A_24_P693433 (non-RefSeq),,
A_23_P144145,AGILENT probe A_23_P144145 (non-RefSeq),,
A_24_P487399,AGILENT probe A_24_P487399 (non-RefSeq),,
A_23_P427103,AGILENT probe A_23_P427103 (non-RefSeq),,
A_24_P247074,AGILENT probe A_24_P247074 (non-RefSeq),,
A_24_P160491,AGILENT probe A_24_P160491 (non-RefSeq),,
A_32_P13392,AGILENT probe A_32_P13392 (non-RefSeq),,
A_24_P36898,AGILENT probe A_24_P36898 (non-RefSeq),,
A_32_P346000,AGILENT probe A_32_P346000 (non-RefSeq),,
A_32_P135601,AGILENT probe A_32_P135601 (non-RefSeq),,
A_24_P64517,AGILENT probe A_24_P64517 (non-RefSeq),,
A_24_P887239,AGILENT probe A_24_P887239 (non-RefSeq),,
A_23_P150741,AGILENT probe A_23_P150741 (non-RefSeq),,
A_23_P69089,AGILENT probe A_23_P69089 (non-RefSeq),,
A_23_P384965,AGILENT probe A_23_P384965 (non-RefSeq),,
A_32_P12647,AGILENT probe A_32_P12647 (non-RefSeq),,
A_24_P695223,AGILENT probe A_24_P695223 (non-RefSeq),,
A_32_P144281,AGILENT probe A_32_P144281 (non-RefSeq),,
A_32_P198807,AGILENT probe A_32_P198807 (non-RefSeq),,
A_24_P702871,AGILENT probe A_24_P702871 (non-RefSeq),,
A_32_P174790,AGILENT probe A_32_P174790 (non-RefSeq),,
A_24_P857669,AGILENT probe A_24_P857669 (non-RefSeq),,
A_24_P466435,AGILENT probe A_24_P466435 (non-RefSeq),,
A_24_P93162,AGILENT probe A_24_P93162 (non-RefSeq),,
A_24_P127098,AGILENT probe A_24_P127098 (non-RefSeq),,
A_32_P71623,AGILENT probe A_32_P71623 (non-RefSeq),,
A_24_P944472,AGILENT probe A_24_P944472 (non-RefSeq),,
A_24_P460887,AGILENT probe A_24_P460887 (non-RefSeq),,
CUST_3628_PI416261804,AGILENT probe CUST_3628_PI416261804 (non-RefSeq),,
A_24_P715602,AGILENT probe A_24_P715602 (non-RefSeq),,
CUST_215_PI417507815,AGILENT probe CUST_215_PI417507815 (non-RefSeq),,
A_24_P931608,AGILENT probe A_24_P931608 (non-RefSeq),,
A_24_P161345,AGILENT probe A_24_P161345 (non-RefSeq),,
A_32_P220762,AGILENT probe A_32_P220762 (non-RefSeq),,
A_24_P221485,AGILENT probe A_24_P221485 (non-RefSeq),,
A_32_P159939,AGILENT probe A_32_P159939 (non-RefSeq),,
A_32_P10100,AGILENT probe A_32_P10100 (non-RefSeq),,
A_32_P120183,AGILENT probe A_32_P120183 (non-RefSeq),,
A_32_P193722,AGILENT probe A_32_P193722 (non-RefSeq),,
A_32_P2844,AGILENT probe A_32_P2844 (non-RefSeq),,
A_24_P615181,AGILENT probe A_24_P615181 (non-RefSeq),,
A_32_P179646,AGILENT probe A_32_P179646 (non-RefSeq),,
A_24_P461881,AGILENT probe A_24_P461881 (non-RefSeq),,
A_24_P672240,AGILENT probe A_24_P672240 (non-RefSeq),,
A_24_P221375,AGILENT probe A_24_P221375 (non-RefSeq),,
A_24_P934295,AGILENT probe A_24_P934295 (non-RefSeq),,
A_24_P728006,AGILENT probe A_24_P728006 (non-RefSeq),,
A_24_P917306,AGILENT probe A_24_P917306 (non-RefSeq),,
A_24_P791169,AGILENT probe A_24_P791169 (non-RefSeq),,
A_24_P577289,AGILENT probe A_24_P577289 (non-RefSeq),,
A_24_P940694,AGILENT probe A_24_P940694 (non-RefSeq),,
A_23_P377245,AGILENT probe A_23_P377245 (non-RefSeq),,
A_24_P634688,AGILENT probe A_24_P634688 (non-RefSeq),,
A_24_P464476,AGILENT probe A_24_P464476 (non-RefSeq),,
A_24_P288915,AGILENT probe A_24_P288915 (non-RefSeq),,
A_24_P42589,AGILENT probe A_24_P42589 (non-RefSeq),,
A_32_P104417,AGILENT probe A_32_P104417 (non-RefSeq),,
A_23_P167408,AGILENT probe A_23_P167408 (non-RefSeq),,
A_24_P926337,AGILENT probe A_24_P926337 (non-RefSeq),,
A_32_P144187,AGILENT probe A_32_P144187 (non-RefSeq),,
A_32_P111293,AGILENT probe A_32_P111293 (non-RefSeq),,
A_24_P187304,AGILENT probe A_24_P187304 (non-RefSeq),,
A_24_P467871,AGILENT probe A_24_P467871 (non-RefSeq),,
A_23_P301803,AGILENT probe A_23_P301803 (non-RefSeq),,
A_32_P44328,AGILENT probe A_32_P44328 (non-RefSeq),,
A_32_P217330,AGILENT probe A_32_P217330 (non-RefSeq),,
A_23_P141785,AGILENT probe A_23_P141785 (non-RefSeq),,
A_32_P105228,AGILENT probe A_32_P105228 (non-RefSeq),,
A_23_P333150,AGILENT probe A_23_P333150 (non-RefSeq),,
A_32_P15081,AGILENT probe A_32_P15081 (non-RefSeq),,
A_24_P333420,AGILENT probe A_24_P333420 (non-RefSeq),,
A_32_P306768,AGILENT probe A_32_P306768 (non-RefSeq),,
RP11-699L21.1,uncharacterized LOC647323,647323.0,3
A_24_P111019,AGILENT probe A_24_P111019 (non-RefSeq),,
LOC253842,uncharacterized LOC253842,253842.0,9
A_24_P932238,AGILENT probe A_24_P932238 (non-RefSeq),,
A_32_P208964,AGILENT probe A_32_P208964 (non-RefSeq),,
A_24_P273245,AGILENT probe A_24_P273245 (non-RefSeq),,
A_24_P118512,AGILENT probe A_24_P118512 (non-RefSeq),,
A_24_P915117,AGILENT probe A_24_P915117 (non-RefSeq),,
A_24_P256230,AGILENT probe A_24_P256230 (non-RefSeq),,
A_24_P563966,AGILENT probe A_24_P563966 (non-RefSeq),,
A_32_P151823,AGILENT probe A_32_P151823 (non-RefSeq),,
A_32_P203154,AGILENT probe A_32_P203154 (non-RefSeq),,
A_24_P771821,AGILENT probe A_24_P771821 (non-RefSeq),,
A_32_P147484,AGILENT probe A_32_P147484 (non-RefSeq),,
A_32_P112531,AGILENT probe A_32_P112531 (non-RefSeq),,
A_32_P73143,AGILENT probe A_32_P73143 (non-RefSeq),,
A_24_P928436,AGILENT probe A_24_P928436 (non-RefSeq),,
A_24_P623814,AGILENT probe A_24_P623814 (non-RefSeq),,
A_32_P72067,AGILENT probe A_32_P72067 (non-RefSeq),,
A_32_P139219,AGILENT probe A_32_P139219 (non-RefSeq),,
A_32_P122492,AGILENT probe A_32_P122492 (non-RefSeq),,
A_32_P81324,AGILENT probe A_32_P81324 (non-RefSeq),,
A_24_P154025,AGILENT probe A_24_P154025 (non-RefSeq),,
A_32_P67888,AGILENT probe A_32_P67888 (non-RefSeq),,
A_32_P131100,AGILENT probe A_32_P131100 (non-RefSeq),,
A_24_P912730,AGILENT probe A_24_P912730 (non-RefSeq),,
A_24_P802562,AGILENT probe A_24_P802562 (non-RefSeq),,
A_32_P59648,AGILENT probe A_32_P59648 (non-RefSeq),,
A_24_P619891,AGILENT probe A_24_P619891 (non-RefSeq),,
A_24_P643601,AGILENT probe A_24_P643601 (non-RefSeq),,
A_24_P273004,AGILENT probe A_24_P273004 (non-RefSeq),,
A_24_P915963,AGILENT probe A_24_P915963 (non-RefSeq),,
A_24_P921862,AGILENT probe A_24_P921862 (non-RefSeq),,
CUST_2835_PI416261804,AGILENT probe CUST_2835_PI416261804 (non-RefSeq),,
A_32_P202082,AGILENT probe A_32_P202082 (non-RefSeq),,
A_32_P47767,AGILENT probe A_32_P47767 (non-RefSeq),,
A_24_P769588,AGILENT probe A_24_P769588 (non-RefSeq),,
A_24_P933249,AGILENT probe A_24_P933249 (non-RefSeq),,
A_24_P941736,AGILENT probe A_24_P941736 (non-RefSeq),,
A_24_P84738,AGILENT probe A_24_P84738 (non-RefSeq),,
A_24_P678034,AGILENT probe A_24_P678034 (non-RefSeq),,
A_24_P937904,AGILENT probe A_24_P937904 (non-RefSeq),,
A_23_P432758,AGILENT probe A_23_P432758 (non-RefSeq),,
A_24_P745635,AGILENT probe A_24_P745635 (non-RefSeq),,
A_24_P126484,AGILENT probe A_24_P126484 (non-RefSeq),,
A_32_P37235,AGILENT probe A_32_P37235 (non-RefSeq),,
A_32_P11673,AGILENT probe A_32_P11673 (non-RefSeq),,
A_23_P161292,AGILENT probe A_23_P161292 (non-RefSeq),,
A_32_P30345,AGILENT probe A_32_P30345 (non-RefSeq),,
A_32_P53433,AGILENT probe A_32_P53433 (non-RefSeq),,
A_32_P18617,AGILENT probe A_32_P18617 (non-RefSeq),,
A_23_P163336,AGILENT probe A_23_P163336 (non-RefSeq),,
A_24_P920148,AGILENT probe A_24_P920148 (non-RefSeq),,
A_32_P173023,AGILENT probe A_32_P173023 (non-RefSeq),,
A_24_P234554,AGILENT probe A_24_P234554 (non-RefSeq),,
A_32_P56382,AGILENT probe A_32_P56382 (non-RefSeq),,
A_32_P158746,AGILENT probe A_32_P158746 (non-RefSeq),,
A_24_P928931,AGILENT probe A_24_P928931 (non-RefSeq),,
A_32_P163937,AGILENT probe A_32_P163937 (non-RefSeq),,
A_23_P167051,AGILENT probe A_23_P167051 (non-RefSeq),,
A_32_P201279,AGILENT probe A_32_P201279 (non-RefSeq),,
A_32_P146485,AGILENT probe A_32_P146485 (non-RefSeq),,
A_32_P97674,AGILENT probe A_32_P97674 (non-RefSeq),,
A_24_P152345,AGILENT probe A_24_P152345 (non-RefSeq),,
A_24_P290214,AGILENT probe A_24_P290214 (non-RefSeq),,
A_24_P885303,AGILENT probe A_24_P885303 (non-RefSeq),,
A_24_P256626,AGILENT probe A_24_P256626 (non-RefSeq),,
A_24_P740857,AGILENT probe A_24_P740857 (non-RefSeq),,
A_24_P923670,AGILENT probe A_24_P923670 (non-RefSeq),,
A_32_P130290,AGILENT probe A_32_P130290 (non-RefSeq),,
A_24_P669023,AGILENT probe A_24_P669023 (non-RefSeq),,
A_24_P931017,AGILENT probe A_24_P931017 (non-RefSeq),,
A_32_P118657,AGILENT probe A_32_P118657 (non-RefSeq),,
A_24_P358164,AGILENT probe A_24_P358164 (non-RefSeq),,
A_23_P10885,AGILENT probe A_23_P10885 (non-RefSeq),,
A_24_P246863,AGILENT probe A_24_P246863 (non-RefSeq),,
A_32_P48126,AGILENT probe A_32_P48126 (non-RefSeq),,
A_24_P886336,AGILENT probe A_24_P886336 (non-RefSeq),,
A_24_P671561,AGILENT probe A_24_P671561 (non-RefSeq),,
AC069146.2,CCDC148 antisense RNA 1 (non-protein coding),554201.0,2
A_32_P864116,AGILENT probe A_32_P864116 (non-RefSeq),,
A_32_P483999,AGILENT probe A_32_P483999 (non-RefSeq),,
A_24_P364066,AGILENT probe A_24_P364066 (non-RefSeq),,
A_32_P232413,AGILENT probe A_32_P232413 (non-RefSeq),,
A_23_P128126,AGILENT probe A_23_P128126 (non-RefSeq),,
A_24_P921991,AGILENT probe A_24_P921991 (non-RefSeq),,
A_32_P230174,AGILENT probe A_32_P230174 (non-RefSeq),,
A_24_P589736,AGILENT probe A_24_P589736 (non-RefSeq),,
A_24_P745342,AGILENT probe A_24_P745342 (non-RefSeq),,
A_24_P127641,AGILENT probe A_24_P127641 (non-RefSeq),,
A_32_P171253,AGILENT probe A_32_P171253 (non-RefSeq),,
A_32_P153833,AGILENT probe A_32_P153833 (non-RefSeq),,
A_32_P92274,AGILENT probe A_32_P92274 (non-RefSeq),,
A_23_P31681,AGILENT probe A_23_P31681 (non-RefSeq),,
A_32_P17984,AGILENT probe A_32_P17984 (non-RefSeq),,
A_23_P253701,AGILENT probe A_23_P253701 (non-RefSeq),,
A_32_P99183,AGILENT probe A_32_P99183 (non-RefSeq),,
A_32_P177667,AGILENT probe A_32_P177667 (non-RefSeq),,
A_23_P327643,AGILENT probe A_23_P327643 (non-RefSeq),,
A_24_P789471,AGILENT probe A_24_P789471 (non-RefSeq),,
A_32_P68195,AGILENT probe A_32_P68195 (non-RefSeq),,
A_24_P763361,AGILENT probe A_24_P763361 (non-RefSeq),,
A_32_P117503,AGILENT probe A_32_P117503 (non-RefSeq),,
A_24_P24332,AGILENT probe A_24_P24332 (non-RefSeq),,
A_24_P830006,AGILENT probe A_24_P830006 (non-RefSeq),,
A_24_P560519,AGILENT probe A_24_P560519 (non-RefSeq),,
A_23_P26367,AGILENT probe A_23_P26367 (non-RefSeq),,
A_23_P90470,AGILENT probe A_23_P90470 (non-RefSeq),,
A_23_P209066,AGILENT probe A_23_P209066 (non-RefSeq),,
A_24_P878561,AGILENT probe A_24_P878561 (non-RefSeq),,
CUST_3004_PI416261804,AGILENT probe CUST_3004_PI416261804 (non-RefSeq),,
A_24_P919835,AGILENT probe A_24_P919835 (non-RefSeq),,
A_24_P552677,AGILENT probe A_24_P552677 (non-RefSeq),,
A_24_P924301,AGILENT probe A_24_P924301 (non-RefSeq),,
A_24_P111054,AGILENT probe A_24_P111054 (non-RefSeq),,
A_24_P453901,AGILENT probe A_24_P453901 (non-RefSeq),,
A_23_P336060,AGILENT probe A_23_P336060 (non-RefSeq),,
A_24_P914922,AGILENT probe A_24_P914922 (non-RefSeq),,
A_24_P302506,AGILENT probe A_24_P302506 (non-RefSeq),,
A_32_P207420,AGILENT probe A_32_P207420 (non-RefSeq),,
A_32_P193822,AGILENT probe A_32_P193822 (non-RefSeq),,
A_24_P860417,AGILENT probe A_24_P860417 (non-RefSeq),,
A_24_P543779,AGILENT probe A_24_P543779 (non-RefSeq),,
A_32_P56037,AGILENT probe A_32_P56037 (non-RefSeq),,
A_23_P43630,AGILENT probe A_23_P43630 (non-RefSeq),,
CUST_120_PI417507815,AGILENT probe CUST_120_PI417507815 (non-RefSeq),,
A_32_P208321,AGILENT probe A_32_P208321 (non-RefSeq),,
A_23_P350295,AGILENT probe A_23_P350295 (non-RefSeq),,
A_24_P488510,AGILENT probe A_24_P488510 (non-RefSeq),,
A_24_P911482,AGILENT probe A_24_P911482 (non-RefSeq),,
A_24_P584463,AGILENT probe A_24_P584463 (non-RefSeq),,
A_24_P127462,AGILENT probe A_24_P127462 (non-RefSeq),,
A_24_P707156,AGILENT probe A_24_P707156 (non-RefSeq),,
CUST_133_PI416573500,AGILENT probe CUST_133_PI416573500 (non-RefSeq),,
A_24_P281730,AGILENT probe A_24_P281730 (non-RefSeq),,
A_24_P662427,AGILENT probe A_24_P662427 (non-RefSeq),,
A_24_P928068,AGILENT probe A_24_P928068 (non-RefSeq),,
A_24_P911766,AGILENT probe A_24_P911766 (non-RefSeq),,
A_24_P841795,AGILENT probe A_24_P841795 (non-RefSeq),,
A_24_P494600,AGILENT probe A_24_P494600 (non-RefSeq),,
A_32_P210622,AGILENT probe A_32_P210622 (non-RefSeq),,
A_24_P59459,AGILENT probe A_24_P59459 (non-RefSeq),,
A_32_P150836,AGILENT probe A_32_P150836 (non-RefSeq),,
A_24_P643776,AGILENT probe A_24_P643776 (non-RefSeq),,
A_23_P359174,AGILENT probe A_23_P359174 (non-RefSeq),,
A_32_P148780,AGILENT probe A_32_P148780 (non-RefSeq),,
A_24_P151121,AGILENT probe A_24_P151121 (non-RefSeq),,
A_24_P143257,AGILENT probe A_24_P143257 (non-RefSeq),,
A_24_P15803,AGILENT probe A_24_P15803 (non-RefSeq),,
A_32_P233278,AGILENT probe A_32_P233278 (non-RefSeq),,
A_24_P927339,AGILENT probe A_24_P927339 (non-RefSeq),,
A_32_P30966,AGILENT probe A_32_P30966 (non-RefSeq),,
A_24_P83952,AGILENT probe A_24_P83952 (non-RefSeq),,
A_24_P255252,AGILENT probe A_24_P255252 (non-RefSeq),,
A_24_P127042,AGILENT probe A_24_P127042 (non-RefSeq),,
A_24_P938553,AGILENT probe A_24_P938553 (non-RefSeq),,
A_32_P117026,AGILENT probe A_32_P117026 (non-RefSeq),,
A_24_P357933,AGILENT probe A_24_P357933 (non-RefSeq),,
A_23_P37624,AGILENT probe A_23_P37624 (non-RefSeq),,
A_23_P168974,AGILENT probe A_23_P168974 (non-RefSeq),,
A_32_P168605,AGILENT probe A_32_P168605 (non-RefSeq),,
A_32_P217543,AGILENT probe A_32_P217543 (non-RefSeq),,
A_24_P941384,AGILENT probe A_24_P941384 (non-RefSeq),,
A_32_P234076,AGILENT probe A_32_P234076 (non-RefSeq),,
A_32_P65350,AGILENT probe A_32_P65350 (non-RefSeq),,
